id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1263	crossover design	-1.0449	-0.4089	7	531	1741	72	2015.9167
1264	crossover study	-1.0456	-0.3765	7	460	1115	46	2016.1522
1265	crotalus	-0.6793	0.1026	3	217	400	23	2014.6087
1266	crp	-1.1059	-0.1067	2	771	1806	67	2015.8657
1267	crude venom	-0.8021	0.0885	3	140	225	15	2015.8667
1268	crystal	0.9211	0.0421	1	1731	6634	527	2015.7343
1269	crystal form	1.0339	0.0282	1	432	823	57	2016.1754
1270	crystal formation	0.9398	0.0573	1	239	365	23	2016.5652
1271	crystal growth	1.1191	0.0215	1	511	1170	80	2015.375
1272	crystal growth rate	1.2453	0.0425	1	266	467	32	2015.875
1273	crystal lattice	0.9157	0.0437	1	114	147	11	2015.3636
1274	crystal modification	1.1504	0.072	1	199	300	21	2014.4286
1275	crystal morphology	1.1336	0.0581	1	445	898	63	2016.2698
1276	crystal nucleation	1.148	0.0138	1	273	442	31	2015.3548
1277	crystal nuclei	1.1626	0.0376	1	143	233	19	2016.0526
1278	crystal orientation	1.0586	0.0609	1	153	262	20	2015.35
1279	crystal polymorphism	1.1045	0.0843	1	93	138	12	2015.75
1280	crystal size	0.8081	0.0524	1	307	434	32	2015.7812
1281	crystal structure	0.8625	0.0534	1	1261	3598	260	2015.3385
1282	crystalline behavior	1.068	-0.001	1	140	188	14	2016.7143
1283	crystalline content	1.1775	-0.121	1	145	212	16	2014.6875
1284	crystalline domain	0.9587	0.078	1	261	363	31	2016.1935
1285	crystalline form	0.9197	0.0269	1	272	409	37	2015.3784
1286	crystalline fraction	1.0581	-0.0022	1	139	215	16	2015
1287	crystalline morphology	1.1301	0.0271	1	590	1189	83	2015.4217
1288	crystalline orientation	1.0827	0.0154	1	79	128	12	2015.0833
1289	crystalline phase	0.9963	0.0267	1	557	1128	97	2015.0928
1290	crystalline pla	1.021	-0.0575	1	198	244	20	2015.6
1291	crystalline plla	0.914	0.0815	1	162	224	17	2014.7647
1292	crystalline poly	0.8693	0.0683	1	413	645	53	2015.0943
1293	crystalline polymer	0.9641	0.0559	1	220	306	27	2016.1852
1294	crystalline property	1.0133	-0.0231	1	240	296	24	2015.4583
1295	crystalline species	1.2346	0.1638	1	104	243	16	2013.75
1296	crystalline structure	1.0023	0.0421	1	1107	2895	217	2015.5115
1297	crystallinity	0.9745	-0.0207	1	3102	23056	1767	2016.0079
1298	crystallinity degree	1.0183	-0.072	1	558	1009	79	2015.8228
1299	crystallinity increase	1.146	-0.0682	1	188	260	23	2015.6522
1300	crystallinity index	1.1698	-0.1279	1	177	247	17	2017.7059
1301	crystallisation	1.0116	-0.0171	1	316	439	36	2015.3611
1302	crystallite	1.1263	0.052	1	902	2754	173	2015.9942
1303	crystallizability	1.0673	0.1094	1	452	894	49	2015.7959
1304	crystallization	1.0886	0.0291	1	2686	22575	1563	2015.9079
1305	crystallization ability	1.1911	0.0168	1	583	1281	80	2016.0375
1306	crystallization behavior	1.1892	0.0175	1	1701	9590	587	2015.8773
1307	crystallization behaviour	1.154	-0.0221	1	324	539	36	2016.2778
1308	crystallization capacity	1.149	-0.0092	1	219	310	19	2017.6842
1309	crystallization condition	1.2108	0.0736	1	297	581	35	2015.5143
1310	crystallization degree	1.1749	-0.0654	1	189	276	16	2015.375
1311	crystallization enthalpy	1.3139	0.0249	1	313	810	48	2015.8958
1312	crystallization half time	1.2864	0.0013	1	417	982	53	2015.9623
1313	crystallization kinetic	1.1839	0.0245	1	1095	4289	261	2015.6054
1314	crystallization mechanism	1.3012	0.0227	1	347	875	54	2015.2593
1315	crystallization morphology	1.2606	0.0673	1	174	304	21	2015.0952
1316	crystallization peak	1.2655	0.0165	1	384	933	56	2015.3929
1317	crystallization peak temperature	1.3295	0.0332	1	246	564	33	2015.303
1318	crystallization performance	1.1704	0.0546	1	128	186	13	2017
1319	crystallization process	1.1896	0.0273	1	834	2489	157	2015.6688
1320	crystallization property	1.1527	-0.0412	1	545	1103	68	2016.7059
1321	crystallization rate	1.2139	0.015	1	1473	7467	457	2015.7527
1322	crystallization temperature	1.1583	0.0174	1	1402	5794	367	2015.5858
1323	crystallization time	1.2626	0.0288	1	328	673	42	2015.6905
1324	crystallize	1.1407	0.0866	1	354	642	39	2015.5641
1325	cs content	0.5551	-0.0155	1	52	59	10	2016.6
1326	csa	-0.586	0.0024	4	355	529	28	2016.1429
1327	csc	-0.3921	0.2167	3	212	259	14	2016.2143
1328	csf	-0.8726	0.0583	2	278	384	18	2016.1111
1329	csr	1.1815	-0.1022	1	111	169	10	2018.2
1330	ct image	-0.8011	-0.0517	2	280	424	25	2016.04
1331	ct imaging	-0.5337	0.1069	4	267	342	18	2015.6111
1332	ct scan	-0.7438	-0.1229	2	426	764	41	2015.8049
1333	cta	0.2152	0.1576	6	320	489	29	2016.4138
1334	ctx	-0.7947	0.1235	4	177	203	10	2016.5
1335	cuaac	0.3878	0.1788	6	99	134	13	2016.6923
1336	cue	-0.3308	0.0797	5	545	1198	85	2015.6235
1337	culture condition	-0.4164	0.1093	5	368	596	38	2014.6316
1338	culture period	-0.3121	0.0759	5	308	514	31	2014.1613
1339	culture supernatant	-0.2085	0.0305	3	164	235	16	2014.6875
1340	culture system	-0.4721	0.1649	5	434	764	45	2016.7333
1341	cur	-0.3939	0.2401	4	495	874	47	2016.6383
1342	curative effect	-1.1868	0.0179	2	390	694	28	2016.5
1343	curcumin	-0.2967	0.2341	4	877	1968	125	2016.352
1344	cure	-0.7171	0.078	2	276	365	21	2015.619
1345	current density	0.2932	-0.0198	5	103	143	24	2017.5417
1346	current result	-0.5703	-0.0161	3	206	223	11	2016.7273
1347	current status	-0.7219	-0.1588	2	161	190	12	2016.5
1348	current treatment	-0.7709	0.1438	3	188	220	11	2016
1349	cut	-0.7	-0.1357	2	478	863	49	2017.0204
1350	cutoff value	-1.2499	-0.1226	2	209	346	13	2016.9231
1351	cvd	-0.9984	-0.1312	2	435	915	41	2015.3171
1352	cycle ergometer	-1.1248	-0.4804	7	260	575	22	2015.5909
1353	cyclic ester	0.6296	0.279	6	287	722	41	2015.3659
1354	cyclic pla	0.8167	0.2309	6	102	143	10	2015.5
1355	cycling	-0.9461	-0.4249	7	529	1669	79	2016.2405
1356	cycling exercise	-1.0212	-0.4104	7	260	531	24	2014.875
1357	cycling performance	-1.0167	-0.4714	7	263	661	31	2016.6774
1358	cycling time trial	-1.1167	-0.4789	7	186	369	15	2015.3333
1359	cycling time trial performance	-1.1348	-0.5379	7	175	366	17	2016.5294
1360	cyclist	-1.1032	-0.4722	7	360	1235	53	2015.7547
1361	cyclohexane	0.6601	0.1165	6	137	182	16	2013.8125
1362	cyclohexene oxide	0.7047	0.2401	6	144	273	13	2016.7692
1363	cyclooxygenase	-0.8958	0.1058	3	377	771	33	2014.3939
1364	cyclophosphamide	-1.0483	0.0298	2	212	268	12	2016.0833
1365	cyclosporine	-0.7515	0.1585	4	228	340	19	2015
1366	cyst	-0.9092	-0.1153	2	278	472	26	2015.1538
1367	cysteine	-0.4325	0.0667	7	373	488	27	2015.3704
1368	cytokeratin	-0.7426	0.1494	5	215	302	16	2015.8125
1369	cytokine	-0.8545	0.0922	3	863	1742	80	2015.575
1370	cytoplasm	-0.6246	0.2461	3	620	1084	56	2015.1964
1371	cytosol	-0.653	0.2176	3	295	413	22	2015.7727
1372	cytosolic phospholipase	-0.9285	0.146	3	224	377	18	2014
1373	cytotoxic activity	-0.4602	0.2792	4	298	428	25	2015.44
1374	cytotoxic effect	-0.2226	0.228	4	627	1137	76	2016.4474
1375	cytotoxicity	-0.2023	0.2365	4	2178	8399	533	2015.6867
1376	cytotoxicity assay	-0.1098	0.2537	4	470	726	42	2015.9048
1377	cytotoxicity study	-0.1948	0.3185	4	363	596	34	2015.0294
1378	czech republic	-0.4327	-0.1919	2	130	198	30	2014.2
1379	d isomer	0.8558	0.0265	1	115	145	11	2015
1380	d l lactide	0.4124	0.2311	6	355	562	37	2015.0811
1381	d la	0.3718	0.0353	3	202	344	25	2016.64
1382	d lactate	0.0003	-0.0291	3	96	161	15	2016.3333
1383	d lactate dehydrogenase	0.0376	0.0099	3	113	252	19	2016.7368
1384	d lactic acid	0.6322	0.0363	1	748	1815	138	2015.8406
1385	d lactide	1.0039	0.1123	1	1417	6516	383	2015.8564
1386	d lactide content	1.0236	-0.0248	1	106	136	13	2016.1538
1387	d ldh	0.0261	0.0102	3	88	157	12	2016.5833
1388	d pla	0.0975	0.0451	3	114	150	15	2015.2
1389	d printer	0.3683	-0.1978	1	78	113	15	2016.7333
1390	d printing	0.3162	-0.1694	1	130	192	28	2018
1391	d printing technology	0.3054	-0.165	1	65	84	14	2017.5
1392	d spacing	1.2091	-0.1185	1	120	170	11	2014.9091
1393	daa	-1.2522	-0.2018	2	166	371	16	2018.1875
1394	daily supplementation	-1.0902	-0.3683	7	166	293	11	2017.8182
1395	damping	0.945	-0.1654	1	102	123	13	2016.5385
1396	darapladib	-1.1486	0.003	2	247	465	20	2015.55
1397	data analysis	-0.4962	-0.1831	2	369	494	29	2016.4483
1398	data set	0.0805	-0.1617	1	182	217	21	2016.5238
1399	database	-0.7514	-0.1247	2	958	2094	123	2015.7967
1400	dataset	-0.5792	-0.1273	2	321	435	31	2016.7419
1401	day mortality	-1.3628	-0.1365	2	293	592	20	2016.6
1402	dbd	0.8446	-0.1882	1	76	112	17	2015.0588
1403	dbi	0.3768	-0.2012	1	30	64	11	2018.9091
1404	dbm	0.0768	0.0368	5	111	131	10	2016.3
1405	dbp	-0.6368	-0.1875	2	275	380	16	2017.25
1406	dbu	0.6874	0.2736	6	205	383	20	2016
1407	dcp	1.2539	-0.0841	1	512	1393	87	2016.3678
1408	dcp content	1.3865	-0.0893	1	139	281	14	2015.7857
1409	dcpd	-0.1706	0.0896	5	108	157	11	2016.7273
1410	dcs	-0.618	0.2224	3	346	632	29	2015.3793
1411	dds	-0.3483	0.2468	4	282	444	35	2016.2571
1412	de3	-0.2932	0.0271	3	90	138	11	2015.6364
1413	death	-1.0237	0.0068	2	1565	4620	185	2016.2216
1414	death group	-1.3257	-0.1139	2	143	257	11	2016.3636
1415	death worldwide	-0.7553	0.1506	2	162	208	10	2018.1
1416	debonding	1.0474	-0.1179	1	352	607	46	2016.0217
1417	dec	-0.9921	-0.0445	2	532	993	43	2015.8372
1418	decalactone	0.6941	0.2504	6	146	210	12	2016.75
1419	december	-1.2386	-0.0739	2	1238	6081	246	2016.3415
1420	decision	-0.6623	-0.1729	2	429	694	55	2017.1818
1421	decomposition behavior	1.1931	-0.0667	1	129	194	11	2016.5455
1422	decomposition kinetic	1.0675	-0.0791	1	157	253	20	2016
1423	decomposition process	1.0604	-0.1253	1	171	235	19	2015.4737
1424	decomposition rate	0.8823	-0.0671	1	195	260	23	2015.2609
1425	decomposition temperature	0.9879	-0.0301	1	638	1308	97	2015.1237
1426	decrement	-0.0756	-0.2829	7	343	513	31	2016.6452
1427	defect site	-0.3706	0.0208	5	208	346	21	2017
1428	defense	-0.7122	-0.0161	3	341	479	29	2015.7241
1429	deficiency	-0.7238	-0.0343	2	774	1307	68	2015.2794
1430	definition	-0.4455	-0.1845	2	271	339	27	2016.4444
1431	deformation behavior	0.9707	-0.0887	1	166	215	18	2015.7222
1432	deformation mechanism	0.9818	-0.1206	1	233	376	29	2016.7931
1433	deg	-0.5026	-0.0822	3	115	158	11	2017.0909
1434	degeneration	-0.7161	0.0598	5	457	778	39	2016.5641
1435	degradable block copolymer	0.5516	0.2021	6	58	103	11	2014
1436	degradation temperature	0.9919	-0.1255	1	530	1051	77	2016.5065
1437	deletion	-0.656	0.0821	3	386	793	45	2015.0222
1438	delivery	-0.3981	0.2483	4	2262	10585	633	2015.6003
1439	delivery system	-0.376	0.2631	4	1501	4844	297	2015.2795
1440	delivery vehicle	-0.1766	0.249	4	389	557	34	2014.9412
1441	demographic characteristic	-1.1785	-0.1284	2	269	392	16	2017.8125
1442	dendrimer	-0.0649	0.2813	4	241	361	24	2015.6667
1443	dendritic cell	-0.7662	0.2154	3	492	1030	48	2014.9792
1444	density functional theory	0.5868	0.1682	6	160	251	25	2015.72
1445	dental pulp stem cell	-0.3494	0.104	5	163	230	12	2016
1446	department	-1.1729	-0.0809	2	1218	5440	244	2016.3934
1447	depletion	-0.1613	-0.0966	1	723	1198	77	2015.0649
1448	deployment	-0.6192	-0.0937	2	238	342	28	2015.5714
1449	depolymerase	-0.0263	0.0088	3	88	132	15	2014.5333
1450	deposition modeling	0.5115	-0.1749	1	885	2625	265	2018.483
1451	deposition modelling	0.4409	-0.1874	1	479	1034	104	2018.8173
1452	deprotection	0.4994	0.2686	6	152	249	16	2014.5
1453	des	-0.6916	-0.0068	2	271	472	33	2015.5152
1454	design methodology approach	0.4584	-0.1956	1	336	630	56	2017.9464
1455	designer	0.3936	-0.2003	1	132	164	20	2017
1456	desire	-0.6058	-0.2425	2	140	184	13	2013.8462
1457	desktop	0.1109	-0.14	1	182	277	23	2017.3043
1458	desktop 3d printer	0.2744	-0.1947	1	151	217	18	2017.7222
1459	detection rate	-0.9784	-0.0649	2	213	337	18	2016.0556
1460	determinant	-0.8504	-0.1307	2	711	1166	59	2015.4407
1461	developed film	0.4913	-0.082	1	123	172	14	2017.1429
1462	dex	-0.3115	0.1406	5	410	610	37	2015.7027
1463	dexamethasone	-0.4049	0.1196	5	609	1063	66	2015.4242
1464	dextran	-0.234	0.266	4	331	483	40	2014.375
1465	dfs	-1.1522	0.0929	2	238	426	16	2017
1466	dft	0.5278	0.2134	6	199	326	23	2016.087
1467	dha	-0.9044	-0.0284	3	262	409	18	2016.8889
1468	di tert butyl	0.6869	0.2341	6	171	272	13	2016.1538
1469	diabete	-1.113	-0.0808	2	991	2960	109	2015.5413
1470	diabetes	-1.1477	-0.119	2	833	2255	86	2015.6512
1471	diabetes mellitus	-1.2298	-0.0984	2	734	2149	85	2015.4118
1472	diabetic	-0.9099	0.0287	2	292	422	20	2016.4
1473	diabetic patient	-1.1655	-0.0795	2	366	604	26	2014.9615
1474	diabetic rat	-0.6448	0.1315	4	213	282	14	2016
1475	diagnosis	-1.0768	-0.0135	2	1709	8272	398	2015.8065
1476	diagnostic criterium	-1.2086	-0.0766	2	314	496	20	2016
1477	diagnostic value	-1.153	-0.0446	2	342	643	30	2017.2667
1478	dialysis method	-0.1974	0.3261	4	306	521	29	2014.6552
1479	diamine	0.5996	0.1678	6	202	308	26	2016.3077
1480	diarrhea	-1.114	0.0225	2	287	393	18	2015
1481	diastolic blood pressure	-1.162	-0.1929	2	315	504	18	2016.8889
1482	diazabicyclo540undec	0.6838	0.2682	6	150	276	14	2016.1429
1483	diblock	0.6577	0.2329	6	334	592	38	2015.5
1484	diblock copolymer	0.5229	0.2152	6	1124	3301	222	2014.8604
1485	dicumyl peroxide	1.2231	-0.0879	1	577	1546	97	2016.2887
1486	die	1.0006	-0.1181	1	234	317	33	2016.0303
1487	dielectric barrier discharge	0.8566	-0.1855	1	78	115	16	2015.25
1488	dielectric loss	0.85	-0.1569	1	89	126	13	2018.8462
1489	dielectric property	0.9311	-0.1014	1	275	407	40	2017.1
1490	dielectric spectroscopy	0.9391	-0.0212	1	169	241	18	2017.0556
1491	diet	-1.0098	-0.206	7	758	1959	87	2016.0115
1492	dietary nitrate	-1.1574	-0.4836	7	175	339	15	2017.8
1493	dietary nitrate supplementation	-1.1452	-0.4982	7	157	367	17	2017.4118
1494	dietary supplement	-1.0063	-0.3092	7	201	317	12	2014.75
1495	differential diagnosis	-1.1626	-0.0228	2	299	531	31	2015.9677
1496	differential scanning	1.1531	-0.0874	1	214	329	20	2016.5
1497	differential scanning calorimeter	1.0189	-0.0075	1	1006	2491	161	2015.8323
1498	differential scanning calorimetry	0.9577	0.0089	1	3190	24920	1727	2015.7163
1499	differential scanning calorimetry analysis	0.9432	-0.0393	1	444	650	48	2016.7917
1500	differential scanning calorimetry measurement	1.0052	-0.0142	1	287	401	27	2016.2222
1501	differential scanning calorimetry result	1.0748	-0.0538	1	422	724	47	2016.6596
1502	differentiation	-0.3903	0.0911	5	1882	7780	469	2015.3667
1503	differentiation potential	-0.4211	0.101	5	290	473	27	2016.8519
1504	dihydro	1.0968	-0.1705	1	211	491	27	2017.4074
1505	dihydroxyl	0.9075	0.118	6	146	215	11	2012.9091
1506	diisocyanate	1.0179	0.0451	1	577	1414	91	2015.4396
1507	diisopropylphenyl	0.5356	0.2825	6	141	209	13	2014.1538
1508	dilute solution	0.6756	0.1623	4	164	210	19	2015.6842
1509	dimensional accuracy	0.5519	-0.2172	1	235	402	36	2018.5556
1510	dimensional poly	-0.1223	0.0392	5	90	107	10	2015.1
1511	dimensional printer	0.1577	-0.1828	1	106	143	12	2017.6667
1512	dimensional scaffold	-0.1102	0.056	5	283	446	39	2014.9744
1513	dimensional stability	0.8986	-0.097	1	437	743	62	2016.9194
1514	dimerization	-0.0496	0.155	3	223	279	16	2014.5
1515	dimethyl	0.6167	0.1601	6	484	923	57	2015.8246
1516	dimethylamino	0.4414	0.2304	6	308	485	30	2014.0333
1517	dimethylaminoethyl methacrylate	0.5373	0.2104	6	130	207	16	2015.4375
1518	dimethylaminopyridine	0.5521	0.2029	6	210	355	23	2015.087
1519	dimethylthiazol	-0.2031	0.1787	5	587	1016	64	2015.0781
1520	diol	0.7694	0.1308	6	453	908	64	2015.6562
1521	dione	0.4915	0.2395	6	248	419	30	2015.0333
1522	dip coating method	0.4133	-0.0046	5	49	69	12	2017.5
1523	dip coating process	0.5162	-0.0696	1	103	127	13	2016.5385
1524	dipalmitoyl sn glycero	-0.166	0.2783	4	188	310	20	2013.8
1525	dipentaerythritol	0.5975	0.2512	6	144	235	14	2015
1526	diphenyl	0.2426	0.0119	1	281	418	37	2016.2703
1527	diphenyl tetrazolium bromide	-0.1182	0.2262	5	95	153	10	2015.2
1528	diphenyltetrazolium bromide	-0.2184	0.1902	5	336	506	31	2015.2903
1529	diphenyltetrazolium bromide assay	-0.1686	0.1315	5	212	283	17	2016.2941
1530	diplopia	-0.9626	-0.1978	2	130	223	12	2017.4167
1531	dir	-0.4174	0.3869	4	147	232	11	2013.8182
1532	direct anterior approach	-1.2656	-0.2044	2	147	346	15	2018.2667
1533	direct interaction	-0.6569	0.2018	3	215	337	19	2016.6316
1534	direct melt compounding	1.1161	-0.1393	1	147	207	12	2014.25
1535	direct melt polycondensation	0.6733	0.0958	6	154	295	23	2012.6087
1536	direct observation	0.6041	0.006	1	107	127	11	2015.2727
1537	direct polycondensation	0.6724	0.0927	6	181	240	22	2014.2727
1538	disability	-0.953	-0.0226	2	432	715	34	2017.0294
1539	discharge	-0.5257	-0.1033	2	552	989	74	2015.0135
1540	discrepancy	-0.1775	-0.1973	2	362	563	42	2016.6905
1541	disease	-0.9374	0.0254	2	2834	16857	834	2015.741
1542	disease activity	-1.1835	-0	2	182	293	13	2015.2308
1543	disease control rate	-1.3359	0.0718	2	238	508	17	2015.5882
1544	disease free survival	-1.2784	0.1153	2	198	362	14	2015.9286
1545	disease progression	-1.0938	0.0659	2	453	712	27	2016.7778
1546	disintegrability	1.0448	-0.1832	1	91	128	11	2014.8182
1547	dislocation	-0.7555	-0.1962	2	252	511	28	2015.7143
1548	disorder	-0.6487	0.0132	2	1668	4295	233	2015.867
1549	dispersed phase	1.1196	-0.0614	1	557	1199	81	2015.8025
1550	dispersibility	0.6903	0.0081	1	477	715	58	2016.5172
1551	dispersion polymerization	0.3973	0.2263	6	82	105	10	2015.1
1552	dispersion state	1.1464	-0.0871	1	368	598	36	2016.1389
1553	dispersity	0.6366	0.1518	6	500	855	58	2016.2586
1554	dissemination	-0.8736	-0.0167	3	327	477	24	2016.6667
1555	dissipative particle dynamic	0.1889	0.2643	4	158	232	18	2014.8333
1556	dissociation	-0.157	0.2435	4	423	609	38	2015.4737
1557	distant metastasis	-1.2577	0.1326	2	303	553	22	2015.1818
1558	distorted tetrahedral geometry	0.668	0.3016	6	128	315	13	2015.6923
1559	disturbance	-0.7563	-0.208	2	472	760	48	2015.5
1560	disulfide	0.1116	0.2058	4	272	406	27	2016.0741
1561	disulfide bond	-0.3111	0.2333	4	345	492	27	2015.963
1562	disulfide linkage	-0.0444	0.363	4	215	401	21	2014.9524
1563	divinylbenzene	0.6157	0.1784	6	113	176	15	2017.5333
1564	division	-0.705	-0.0616	2	281	355	28	2016.1071
1565	diyl	1.0527	0.0391	1	128	177	10	2017.1
1566	dl lactic co glycolic acid	-0.2521	0.1739	4	249	347	23	2014.6087
1567	dla	0.4377	0.1365	6	256	375	23	2015.3478
1568	dlc	-0.1671	0.172	4	151	246	16	2016
1569	dls	0.0848	0.2802	4	915	2421	142	2015.0986
1570	dma	1.0682	-0.08	1	1433	4903	300	2015.6967
1571	dma analysis	1.1636	-0.0377	1	163	213	12	2016.0833
1572	dma result	1.1945	-0.0693	1	183	283	16	2016.6875
1573	dmaema	0.5511	0.2474	6	121	200	13	2015.6154
1574	dmap	0.5768	0.2011	6	253	446	28	2015.2857
1575	dmem	-0.442	0.0909	5	172	236	12	2017
1576	dmta	1.1106	-0.114	1	542	1266	72	2015.4583
1577	dna	-0.6109	0.1207	3	1025	2279	134	2015.2836
1578	dna damage	-0.6579	0.2072	3	268	395	21	2016.4762
1579	docetaxel	-0.3596	0.3827	4	548	1446	73	2014.8219
1580	docosahexaenoic acid	-0.812	-0.0118	3	194	308	14	2017.1429
1581	doctor	-0.7003	-0.1714	2	298	451	28	2015.9286
1582	dodecanol	0.7196	0.1758	6	90	137	10	2017.2
1583	dog	-0.7354	-0.0017	5	482	767	50	2015.26
1584	dog bone	0.8672	-0.183	1	122	208	14	2017.2143
1585	domain size	1.1392	-0.046	1	411	713	46	2014.8696
1586	domain spacing	0.7935	0.2066	6	130	183	14	2015.8571
1587	donor	-0.2067	0.1025	6	914	1715	101	2015.8515
1588	dopo	1.0532	-0.1921	1	171	368	20	2017.85
1589	dose	-0.5248	-0.0105	4	2616	9253	508	2015.4114
1590	dose dependent manner	-0.7297	0.1962	3	611	1086	56	2014.7679
1591	dosing	-0.6349	-0.034	4	345	494	24	2015.8333
1592	double blind	-1.0769	-0.3799	7	1032	6031	244	2016.4016
1593	double blind design	-1.0995	-0.4124	7	225	383	18	2015.8889
1594	double blind study	-1.1802	-0.3937	7	178	272	12	2017.25
1595	double emulsion	-0.2362	0.2972	4	256	395	28	2014.3929
1596	double emulsion method	-0.3277	0.2301	4	369	524	33	2015.3636
1597	double emulsion solvent evaporation method	-0.2841	0.287	4	260	362	25	2015.52
1598	double emulsion solvent evaporation technique	-0.3084	0.2224	4	189	227	14	2014.7143
1599	double hydroxide	0.9271	-0.0733	1	307	574	46	2015.3261
1600	double melting peak	1.3017	0.0094	1	277	585	35	2015.2
1601	downregulation	-0.81	0.2383	3	348	580	26	2015.5769
1602	downstream	-0.8361	0.0973	3	262	390	24	2014.5
1603	dox	-0.1901	0.3541	4	920	3278	164	2015.5793
1604	doxorubicin	-0.2465	0.3487	4	1087	4096	212	2015.4858
1605	doxorubicin hydrochloride	-0.1649	0.3202	4	184	257	17	2016.0588
1606	doxycycline	-0.636	0.0953	4	238	291	15	2016.2667
1607	dpd	0.2914	0.2327	4	172	261	23	2015.4783
1608	dpph	0.1654	-0.0076	1	175	269	26	2016.9615
1609	dpsc	-0.4049	0.1009	5	172	309	14	2014.5
1610	dpscs	-0.3667	0.0881	5	159	306	13	2014.9231
1611	drainage	-1.1604	-0.1011	2	505	1187	49	2015.6327
1612	dramatic effect	0.2845	0.1256	6	148	183	10	2015.4
1613	draw ratio	1.0646	-0.0104	1	319	647	63	2015.6825
1614	drawability	1.1052	-0.054	1	188	286	19	2015.6316
1615	drawing	1.0296	-0.0692	1	302	502	49	2015.3673
1616	drg	-0.4576	0.1087	5	165	223	17	2016.1765
1617	drink	-0.9994	-0.3987	7	396	990	46	2014.9565
1618	drinking water	-0.3533	-0.0988	3	175	193	12	2016.25
1619	droplet size	1.2111	-0.0765	1	266	497	33	2016.6061
1620	drug accumulation	-0.5352	0.3873	4	194	278	13	2017.0769
1621	drug carrier	-0.0917	0.2759	4	1053	2822	198	2014.6364
1622	drug concentration	-0.29	0.2609	4	518	917	58	2015.6379
1623	drug content	-0.178	0.2551	4	388	644	47	2014.6809
1624	drug delivery	-0.1502	0.252	4	1993	8077	578	2015.4619
1625	drug delivery carrier	0.0469	0.3036	4	319	543	36	2014.4444
1626	drug delivery system	-0.2038	0.2563	4	1767	6506	451	2015.7716
1627	drug delivery vehicle	-0.372	0.2475	4	321	465	27	2015.7407
1628	drug distribution	-0.3441	0.2515	4	295	378	26	2015.4615
1629	drug efficacy	-0.3428	0.2957	4	158	187	10	2015.2
1630	drug eluting stent	-0.6418	-0.0424	2	287	545	36	2015.1111
1631	drug encapsulation	-0.2257	0.301	4	291	416	30	2015.9667
1632	drug encapsulation efficiency	-0.199	0.3523	4	357	626	36	2014.8056
1633	drug entrapment efficiency	-0.2731	0.2575	4	164	204	14	2014.2143
1634	drug load	-0.0992	0.2074	4	205	290	27	2014.1852
1635	drug loading	-0.2136	0.289	4	1173	3744	252	2015.2341
1636	drug loading capacity	-0.1865	0.3051	4	427	698	43	2015.7907
1637	drug loading content	-0.1339	0.3614	4	420	965	52	2015.6346
1638	drug loading efficiency	-0.1598	0.316	4	431	756	46	2015.7174
1639	drug polymer interaction	-0.2026	0.2687	4	143	178	13	2014.2308
1640	drug release	-0.1633	0.2579	4	1716	6827	506	2015.6324
1641	drug release behavior	-0.0497	0.2735	4	575	1123	78	2015.0513
1642	drug release kinetic	-0.1963	0.2591	4	371	539	41	2016
1643	drug release mechanism	0.0145	0.2385	4	166	229	21	2016.2857
1644	drug release profile	-0.1253	0.2571	4	700	1386	103	2015.3398
1645	drug release property	-0.1748	0.2686	4	313	455	36	2014.6667
1646	drug resistance	-0.5126	0.3303	4	530	1072	53	2016.1887
1647	dsa	-0.9808	-0.0102	2	146	230	12	2015.5833
1648	dsc	0.9469	0.0165	1	3269	26280	1786	2015.6142
1649	dsc analysis	0.9723	-0.0253	1	759	1553	108	2015.8889
1650	dsc curf	1.1995	-0.0524	1	228	367	23	2014.0435
1651	dsc data	1.0439	0.0403	1	257	381	24	2015.0833
1652	dsc measurement	1.1012	0.0444	1	342	562	37	2014.8919
1653	dsc result	1.0652	-0.0435	1	843	1984	127	2016.0079
1654	dsc study	0.9847	-0.0222	1	206	269	19	2015.7895
1655	dsc thermogram	1.1051	-0.0447	1	267	444	27	2015.2593
1656	dtg	0.7742	0.0293	1	234	324	22	2016.4091
1657	dtx	-0.3674	0.3934	4	428	978	44	2015.7045
1658	dual drug	-0.3628	0.2736	4	313	485	26	2016.6538
1659	dual energy x ray absorptiometry	-1.136	-0.4062	7	237	558	22	2016.3636
1660	ductile	0.9812	-0.0817	1	139	184	15	2018.1333
1661	ductile behavior	1.0075	-0.0813	1	193	267	19	2016.9474
1662	ductile fracture	1.2183	-0.1281	1	245	501	32	2014.9375
1663	ductile property	1.0965	-0.1311	1	149	240	17	2016.8824
1664	ductile transition	1.231	-0.1009	1	281	518	31	2015.7419
1665	ductility	1.069	-0.1107	1	1256	4090	292	2016.661
1666	duration	-0.7256	-0.12	2	1925	5585	307	2015.9381
1667	dwi	-1.3464	-0.0054	2	112	208	10	2018.8
1668	dyeability	1.0219	-0.0725	1	39	92	11	2016.1818
1669	dynamic light	0.0116	0.2795	4	351	525	33	2015.9091
1670	dynamic light scattering	0.0668	0.2752	4	1071	3314	212	2014.7311
1671	dynamic mechanical analysis	1.107	-0.0981	1	1488	6000	394	2015.7462
1672	dynamic mechanical analysis result	1.1875	-0.0559	1	133	176	11	2016.7273
1673	dynamic mechanical analyzer	1.0871	-0.1126	1	153	225	16	2016.6875
